apartment_id,area_id,entity_subtype,geometry,elevation,height,orientation,window_area,layout_area,window_floor_ratio,door_connection1,door_connection2,view_landscape_nature_mean,view_landscape_urban_mean
Design4,0,DOOR,"POLYGON((-2.26067644684 12.8083934366,-2.22918355535 12.9033049627,-2.98847576410 13.1552480946,-3.01996865559 13.0603365685,-2.26067644684 12.8083934366))",0,0,0,0,0,0,403,405,0,0
Design4,0,DOOR,"POLYGON((-1.86630976515 13.6784684881,-1.77141837654 13.6469149721,-2.02384650407 12.8877838633,-2.11873789268 12.9193373792,-1.86630976515 13.6784684881))",0,0,0,0,0,0,403,406,0,0
Design4,0,FLOOR,"POLYGON((6.69472257727 24.8321637852,1.29662667547 8.59838442198,8.76441962234 6.11517570020,3.37151892457 -10.1029800436,-11.3965369112 -5.21117573473,-6.0004875078 11.0164299442,-13.4698456921 13.4949507200,-8.06458981808 29.7502623810,6.69472257727 24.8321637852))",8.7,0,0,0,0,0,0,0,0,0
Design4,0,FLOOR_OUTDOOR_SPACE,"POLYGON((-12.1745039932 13.0633158813,-13.4698456921 13.4949507200,-8.06458981808 29.7502623810,-6.76924811922 29.3186275424,-12.1745039932 13.0633158813))",8.7,0,0,0,0,0,0,0,0,0
Design4,0,FLOOR_OUTDOOR_SPACE,"POLYGON((-10.1011947507 -5.64280918503,-11.3965369112 -5.21117573473,-6.00049326175 11.0164318575,-4.70461115733 10.5864256013,-10.1011947507 -5.64280918503))",8.7,0,0,0,0,0,0,0,0,0
Design5,500,KITCHEN,"POLYGON((-6.40820271256 20.0948118911,-7.79603969424 15.9091170200,-5.42485776760 15.1170967481,-4.03702078592 19.3027916192,-6.40820271256 20.0948118911))",8.7,2.6,0,0,11.024239,0,0,0,2.500593,1.00911
Design5,501,LIVING_ROOM,"POLYGON((-7.79740265283 15.9095694361,-10.6567073214 16.8611938994,-9.26723158901 21.0426208779,-6.40792692047 20.0909964146,-7.79740265283 15.9095694361))",8.7,2.6,West,3,13.278233,0.225934,0,0,2.556779,1.031087
Design5,502,BEDROOM,"POLYGON((-7.82922926838 15.8166931555,-10.6887852384 16.7675596800,-11.8690989755 13.2179834711,-9.00906673078 12.2685492548,-7.82922926838 15.8166931555))",8.7,2.6,West,4.5,11.270258,0.399281,0,0,2.358629,1.009864
Design5,503,CORRIDOR,"POLYGON((-2.13424177808 12.8718018185,-1.85080569684 13.7260057276,-1.49515249517 14.7955672379,-5.03543524288 15.9727906907,-5.36017464857 14.9852154438,-7.73346372182 15.7877685086,-8.04907773186 14.8386174938,-2.13424177808 12.8718018185))",8.7,2.6,0,0,10.048061,0,0,0,0,0
Design5,504,BEDROOM,"POLYGON((-8.08008568556 14.7435446935,-4.53936946058 13.5661771000,-5.37398919146 11.0615567935,-8.91455790320 12.2413877235,-8.08008568556 14.7435446935))",8.7,2.6,South,3,9.847199,0.304655,0,0,0.100302,0.048395
Design5,505,BATHROOM,"POLYGON((-2.99931919282 10.2702406686,-5.27911797907 11.0299426660,-4.44447805262 13.5346235776,-2.16579529402 12.7769104299,-2.99931919282 10.2702406686))",8.7,2.6,0,0,6.343862,0,0,0,0.826394,0.398727
Design5,506,BEDROOM,"POLYGON((-1.75589417074 13.6945128361,-2.90149142044 10.2419755137,1.14199035027 8.90029513109,2.28891377176 12.3494561147,-1.75589417074 13.6945128361))",8.7,2.6,East,5.81997,15.495584,0.375589,0,0,1.830795,0.173975
Design5,507,OUTDOOR_SPACE,"POLYGON((2.69825563982 12.8135254216,3.99386820746 12.3827051711,2.59223924315 8.16756417147,1.29662667547 8.59838442198,2.69825563982 12.8135254216))",8.7,2.6,East,0,6.06504,0,0,0,1.307048,0.124205
Design5,501,WINDOW,"POLYGON((-10.0278322994 19.5156370343,-9.71229713995 20.4645509204,-9.48455780730 20.3888224821,-9.80009296673 19.4399085960,-10.0278322994 19.5156370343))",9.1,10.6,West,1.5,0,0,0,0,0,0
Design5,501,WINDOW,"POLYGON((-10.5957955864 17.8075920394,-10.2802604269 18.7565059255,-10.0525210943 18.6807774872,-10.3680562537 17.7318636011,-10.5957955864 17.8075920394))",9.1,10.6,West,1.5,0,0,0,0,0,0
Design5,502,WINDOW,"POLYGON((-11.2321193119 15.8941950523,-10.9165841524 16.8431089384,-10.6888448198 16.7673805001,-11.0043799792 15.8184666140,-11.2321193119 15.8941950523))",9.1,10.6,West,1.5,0,0,0,0,0,0
Design5,502,WINDOW,"POLYGON((-11.8000825988 14.1861500574,-11.4845474394 15.1350639434,-11.2568081067 15.0593355052,-11.5723432662 14.1104216191,-11.8000825988 14.1861500574))",9.1,10.6,West,1.5,0,0,0,0,0,0
Design5,502,WINDOW,"POLYGON((-10.0401737387 12.3578170336,-10.9892889997 12.6727459485,-10.9137060601 12.9005336111,-9.96459079916 12.5856046962,-10.0401737387 12.3578170336))",9.1,10.6,South,1.5,0,0,0,0,0,0
Design5,504,WINDOW,"POLYGON((-8.59053969100 11.8804399479,-7.64182756706 11.5642986727,-7.56595366101 11.7919895825,-8.51466578496 12.1081308577,-8.59053969100 11.8804399479))",9.1,10.6,South,1.5,0,0,0,0,0,0
Design5,504,WINDOW,"POLYGON((-6.88285786791 11.3113856526,-5.93414574397 10.9952443774,-5.85827183792 11.2229352871,-6.80698396186 11.5390765623,-6.88285786791 11.3113856526))",9.1,10.6,South,1.5,0,0,0,0,0,0
Design5,506,WINDOW,"POLYGON((2.39897447294 11.9198308629,2.08343931350 10.9709169768,1.85569998085 11.0466454151,2.17123514029 11.9955593011,2.39897447294 11.9198308629))",9.1,10.6,East,1.5,0,0,0,0,0,0
Design5,506,OUTSIDE_DOOR,"POLYGON((2.03787057275 10.8337989559,1.46991128871 9.12576599907,1.24217195606 9.20149443733,1.81013124010 10.9095273941,2.03787057275 10.8337989559))",8.7,11.1,East,4.31997,0,0,506,507,0,0
Design5,0,DOOR,"POLYGON((-5.15387992030 15.9321735249,-5.05898853169 15.9006200089,-5.31141665924 15.1414889001,-5.40630804784 15.1730424160,-5.15387992030 15.9321735249))",0,0,0,0,0,0,500,503,0,0
Design5,0,DOOR,"POLYGON((-7.85345856886 15.7438279961,-7.75856718026 15.7122744802,-8.0109953078 14.9531433713,-8.10588669641 14.9846968872,-7.85345856886 15.7438279961))",0,0,0,0,0,0,502,503,0,0
Design5,0,DOOR,"POLYGON((-7.98533569631 14.7119709184,-7.95372156879 14.8068421308,-7.19475186964 14.5539291107,-7.22636599715 14.4590578983,-7.98533569631 14.7119709184))",0,0,0,0,0,0,503,504,0,0
Design5,0,DOOR,"POLYGON((-3.28542641978 15.3919273219,-4.04455752863 15.6443554495,-4.00038260630 15.7772033935,-3.24125149746 15.5247752660,-3.28542641978 15.3919273219))",0,0,0,0,0,0,503,0,0,0
Design5,0,DOOR,"POLYGON((-3.02018176782 13.0616189892,-2.98856764030 13.1564902016,-2.22959794115 12.9035771815,-2.26121206866 12.8087059691,-3.02018176782 13.0616189892))",0,0,0,0,0,0,503,505,0,0
Design5,0,DOOR,"POLYGON((-1.86630976515 13.6784684881,-1.77141837654 13.6469149721,-2.02384650407 12.8877838633,-2.11873789268 12.9193373792,-1.86630976515 13.6784684881))",0,0,0,0,0,0,503,506,0,0
Design5,0,FLOOR,"POLYGON((-6.7748722858 29.3017138971,-12.1739625646 13.0649441281,-4.70461013538 10.5864252624,-10.1037004142 -5.65034450660,4.66177757655 -10.5499012096,10.0608678554 5.68686855934,2.59223924315 8.16756417147,7.99060570495 24.4021571940,-6.7748722858 29.3017138971))",8.7,0,0,0,0,0,0,0,0,0
Design5,0,FLOOR_OUTDOOR_SPACE,"POLYGON((1.29662667547 8.59838442198,2.59223924315 8.16756417147,7.99060570495 24.4021571940,6.69472257742 24.8321637856,1.29662667547 8.59838442198))",8.7,0,0,0,0,0,0,0,0,0
Design5,0,FLOOR_OUTDOOR_SPACE,"POLYGON((3.36589444901 -10.1198946180,4.66177757655 -10.5499012096,10.0608678554 5.68686855934,8.76511017818 6.1172528442,3.36589444901 -10.1198946180))",8.7,0,0,0,0,0,0,0,0,0
Design6,600,BEDROOM,"POLYGON((-4.78859267270 17.0346688533,-10.0203449384 18.7746391368,-9.26723158901 21.0426208779,-4.03547932332 19.3026505944,-4.78859267270 17.0346688533))",8.7,2.6,West,3.2,13.175913,0.242867,0,0,2.283103,0.92404
Design6,601,LIVING_ROOM,"POLYGON((-6.15040038354 17.3849138403,-10.0484649714 18.6932049680,-11.8692301285 13.2175890525,-9.86406834273 12.5522500243,-8.68765836594 16.1030905314,-6.79264890903 15.4695959309,-6.15040038354 17.3849138403))",8.7,2.6,West,9.11997,16.211237,0.562571,0,0,2.589891,1.072412
Design6,602,KITCHEN,"POLYGON((-8.68765836594 16.1030905314,-9.86406834273 12.5522500243,-7.96800573215 11.9230422716,-6.79264890903 15.4695959309,-8.68765836594 16.1030905314))",8.7,2.6,South,1.6,7.469079,0.214217,0,0,1.430908,0.622189
Design6,603,CORRIDOR,"POLYGON((-2.13424177808 12.8718018185,-1.85080569684 13.7260057276,-1.49515249517 14.7955672379,-5.13204956013 16.0049171191,-4.82180932503 16.9379074953,-6.06952926067 17.3589545934,-7.01195384308 14.4937505292,-2.13424177808 12.8718018185))",8.7,2.6,0,0,11.7229,0,0,0,0,0
Design6,604,BEDROOM,"POLYGON((-7.05256215664 14.4034248541,-3.51184593167 13.2260572605,-4.34646566255 10.7214369541,-7.88845911835 11.8967169243,-7.05256215664 14.4034248541))",8.7,2.6,South,3.2,9.85598,0.324676,0,0,0.482127,0.232621
Design6,605,BATHROOM,"POLYGON((-1.94575416836 9.92486091326,-4.22658984861 10.6816605839,-3.39091302816 13.1892438222,-1.11223026956 12.4315306745,-1.94575416836 9.92486091326))",8.7,2.6,0,0,6.347651,0,0,0,1.508151,0.35095
Design6,606,BEDROOM,"POLYGON((-1.75589417074 13.6945128361,-2.03916449086 12.8408084886,-0.927339537621 12.4712543332,-1.78936344108 9.87295683686,1.14199035027 8.90029513109,2.28891377176 12.3494561147,-1.75589417074 13.6945128361))",8.7,2.6,East,3.2,12.287651,0.260424,0,0,1.68403,0.160028
Design6,607,OUTDOOR_SPACE,"POLYGON((-10.7905833764 21.5491695291,-9.49497080882 21.1183492786,-12.1724949544 13.0661884779,-13.4681075221 13.4970087285,-10.7905833764 21.5491695291))",8.7,2.6,West,0,11.586012,0,0,0,2.577001,1.068926
Design6,600,WINDOW,"POLYGON((-9.84346322555 20.0703225103,-9.52792806612 21.0192363963,-9.30018873347 20.9435079581,-9.61572389290 19.9945940720,-9.84346322555 20.0703225103))",9.1,10.7,West,1.6,0,0,0,0,0,0
Design6,601,WINDOW,"POLYGON((-11.3949222843 15.4045950929,-11.0793871249 16.3535089789,-10.8516477922 16.2777805407,-11.1671829517 15.3288666546,-11.3949222843 15.4045950929))",9.1,10.7,West,1.6,0,0,0,0,0,0
Design6,601,WINDOW,"POLYGON((-11.8682250235 13.9812242638,-11.5526898640 14.9301381498,-11.3249505314 14.8544097116,-11.6404856908 13.9054958255,-11.8682250235 13.9812242638))",9.1,10.7,West,1.6,0,0,0,0,0,0
Design6,601,WINDOW,"POLYGON((-10.0401737387 12.3578170336,-10.9892889997 12.6727459485,-10.9137060601 12.9005336111,-9.96459079916 12.5856046962,-10.0401737387 12.3578170336))",9.1,10.7,South,1.6,0,0,0,0,0,0
Design6,602,WINDOW,"POLYGON((-8.61650084731 11.8854236613,-9.56561610826 12.2003525762,-9.49003316869 12.4281402388,-8.54091790774 12.1132113239,-8.61650084731 11.8854236613))",9.1,10.7,South,1.6,0,0,0,0,0,0
Design6,604,WINDOW,"POLYGON((-6.71827032542 11.2555658315,-7.66738558637 11.5704947464,-7.59180264679 11.7982824090,-6.64268738585 11.4833534941,-6.71827032542 11.2555658315))",9.1,10.7,South,1.6,0,0,0,0,0,0
Design6,604,WINDOW,"POLYGON((-5.294597434 10.7831724591,-6.24371269495 11.0981013740,-6.16812975537 11.3258890367,-5.21901449443 11.0109601218,-5.294597434 10.7831724591))",9.1,10.7,South,1.6,0,0,0,0,0,0
Design6,606,WINDOW,"POLYGON((1.83101118595 10.2117858680,1.51547602651 9.26287198190,1.28773669386 9.33860042016,1.60327185330 10.2875143062,1.83101118595 10.2117858680))",9.1,10.7,East,1.6,0,0,0,0,0,0
Design6,606,WINDOW,"POLYGON((2.39897447294 11.9198308629,2.08343931350 10.9709169768,1.85569998085 11.0466454151,2.17123514029 11.9955593011,2.39897447294 11.9198308629))",9.1,10.7,East,1.6,0,0,0,0,0,0
Design6,600,WINDOW,"POLYGON((-10.2093566268 18.9699654853,-9.89382146740 19.9188793714,-9.66608213475 19.8431509331,-9.98161729418 18.8942370471,-10.2093566268 18.9699654853))",9.1,10.7,West,1.6,0,0,0,0,0,0
Design6,601,OUTSIDE_DOOR,"POLYGON((-10.9391805418 16.7751548837,-10.3715138021 18.4832851181,-10.1437880754 18.4075153371,-10.7114548151 16.6993851027,-10.9391805418 16.7751548837))",8.7,11.1,West,4.31997,0,0,601,607,0,0
Design6,0,DOOR,"POLYGON((-5.88723392698 17.2951640538,-5.85561979946 17.3900352662,-5.09665010030 17.1371222461,-5.12826422782 17.0422510337,-5.88723392698 17.2951640538))",0,0,0,0,0,0,600,603,0,0
Design6,0,DOOR,"POLYGON((-6.81373121881 15.4059815957,-6.71883983021 15.3744280798,-6.97126795775 14.6152969709,-7.06615934636 14.6468504869,-6.81373121881 15.4059815957))",0,0,0,0,0,0,602,603,0,0
Design6,0,DOOR,"POLYGON((-3.28542641978 15.3919273219,-4.04455752863 15.6443554495,-4.00038260630 15.7772033935,-3.24125149746 15.5247752660,-3.28542641978 15.3919273219))",0,0,0,0,0,0,603,0,0,0
Design6,0,DOOR,"POLYGON((-4.42636502375 13.5306939441,-4.39475089623 13.6255651565,-3.63578119707 13.3726521364,-3.66739532459 13.2777809240,-4.42636502375 13.5306939441))",0,0,0,0,0,0,603,604,0,0
Design6,0,DOOR,"POLYGON((-3.02018176782 13.0616189892,-2.98856764030 13.1564902016,-2.22959794115 12.9035771815,-2.26121206866 12.8087059691,-3.02018176782 13.0616189892))",0,0,0,0,0,0,603,605,0,0
Design6,0,DOOR,"POLYGON((-1.86630976515 13.6784684881,-1.77141837654 13.6469149721,-2.02384650407 12.8877838633,-2.11873789268 12.9193373792,-1.86630976515 13.6784684881))",0,0,0,0,0,0,603,606,0,0
Design6,0,FLOOR,"POLYGON((6.69472257727 24.8321637852,1.29662667547 8.59838442198,8.76441962234 6.11517570020,3.37151892457 -10.1029800436,-11.3965369112 -5.21117573473,-6.0004875078 11.0164299442,-13.4698456921 13.4949507200,-8.06458981808 29.7502623810,6.69472257727 24.8321637852))",8.7,0,0,0,0,0,0,0,0,0
Design6,0,FLOOR_OUTDOOR_SPACE,"POLYGON((-12.1745039932 13.0633158813,-13.4698456921 13.4949507200,-8.06458981808 29.7502623810,-6.76924811922 29.3186275424,-12.1745039932 13.0633158813))",8.7,0,0,0,0,0,0,0,0,0
Design6,0,FLOOR_OUTDOOR_SPACE,"POLYGON((-10.1011947507 -5.64280918503,-11.3965369112 -5.21117573473,-6.00049326175 11.0164318575,-4.70461115733 10.5864256013,-10.1011947507 -5.64280918503))",8.7,0,0,0,0,0,0,0,0,0
